id,symbol,price,qty,status,lastUpdate
6391,UNP,1257.04756,5001,PENDING,2024-12-28T12:16:30
6392,NVDA,1534.36644,6374,ALERT,2024-12-28T12:16:31
6393,SCHW,1668.04853,7683,ACTIVE,2024-12-28T12:16:32
6394,ICE,2265.90911,361,ACTIVE,2024-12-28T12:16:33
6395,ARKG,184.26161,435,ACTIVE,2024-12-28T12:16:34
6396,DFS,352.43458,749,ALERT,2024-12-28T12:16:35
6397,USO,1387.62883,2652,NORMAL,2024-12-28T12:16:36
6398,MOH,516.81075,7742,PENDING,2024-12-28T12:16:37
6399,TLT,80.57677,5477,ACTIVE,2024-12-28T12:16:38
6400,SO,418.49601,1910,NORMAL,2024-12-28T12:16:39
6401,EQIX,98.31440,1063,CLOSED,2024-12-28T12:16:40
6402,DLR,1862.02791,3828,ACTIVE,2024-12-28T12:16:41
6403,ZM,885.89511,5651,PENDING,2024-12-28T12:16:42
6404,SBUX,2013.99778,1229,ACTIVE,2024-12-28T12:16:43
6405,UNP,1187.03443,1126,NORMAL,2024-12-28T12:16:44
6406,FDX,1337.58368,5327,CLOSED,2024-12-28T12:16:45
6407,SNOW,194.43053,1466,ACTIVE,2024-12-28T12:16:46
6408,PFE,513.21274,5335,CLOSED,2024-12-28T12:16:47
6409,AVGO,414.93988,812,CLOSED,2024-12-28T12:16:48
6410,XLK,1221.62672,977,NORMAL,2024-12-28T12:16:49
6411,BKR,2080.23837,2888,ALERT,2024-12-28T12:16:50
6412,GE,1279.56323,4791,ACTIVE,2024-12-28T12:16:51
6413,CRWD,2279.84771,3696,ALERT,2024-12-28T12:16:52
6414,NOC,568.80713,9352,ALERT,2024-12-28T12:16:53
6415,XLB,1045.69890,8768,PENDING,2024-12-28T12:16:54
6416,EXC,1755.00493,1921,PENDING,2024-12-28T12:16:55
6417,HON,1544.77214,6651,ALERT,2024-12-28T12:16:56
6418,MCO,436.87038,102,PENDING,2024-12-28T12:16:57
6419,DIA,265.92463,6380,NORMAL,2024-12-28T12:16:58
6420,USB,1294.45493,6298,ALERT,2024-12-28T12:16:59
6421,ROBO,636.32260,5185,ALERT,2024-12-28T12:17:00
6422,AEP,2435.82566,747,CLOSED,2024-12-28T12:17:01
6423,XOM,1184.74546,3621,NORMAL,2024-12-28T12:17:02
6424,KLAC,859.56855,6335,NORMAL,2024-12-28T12:17:03
6425,SLB,2017.60350,2583,ALERT,2024-12-28T12:17:04
6426,MRNA,1140.92707,4325,ALERT,2024-12-28T12:17:05
6427,HUM,106.90065,5433,ACTIVE,2024-12-28T12:17:06
6428,V,592.69107,1671,CLOSED,2024-12-28T12:17:07
6429,SLB,2132.28377,601,NORMAL,2024-12-28T12:17:08
6430,PANW,11.24002,3988,ACTIVE,2024-12-28T12:17:09
6431,GILD,1168.79147,1013,NORMAL,2024-12-28T12:17:10
6432,JNJ,1621.11714,4427,PENDING,2024-12-28T12:17:11
6433,CVS,755.40526,2703,CLOSED,2024-12-28T12:17:12
6434,NOW,902.32119,6768,CLOSED,2024-12-28T12:17:13
6435,TGT,1372.06614,7685,ALERT,2024-12-28T12:17:14
6436,BND,780.65837,9892,NORMAL,2024-12-28T12:17:15
6437,XLI,2355.26877,5747,NORMAL,2024-12-28T12:17:16
6438,FANG,1191.31408,7970,CLOSED,2024-12-28T12:17:17
6439,SMH,89.39656,9199,NORMAL,2024-12-28T12:17:18
6440,SPGI,1483.98930,6425,PENDING,2024-12-28T12:17:19
6441,ZM,1295.61384,9953,ALERT,2024-12-28T12:17:20
6442,XLB,2372.06891,5284,NORMAL,2024-12-28T12:17:21
6443,XLRE,1862.45363,3948,NORMAL,2024-12-28T12:17:22
6444,UNP,2154.68693,3448,ACTIVE,2024-12-28T12:17:23
6445,HON,540.55419,9668,PENDING,2024-12-28T12:17:24
6446,BNTX,1228.22267,4172,PENDING,2024-12-28T12:17:25
6447,GD,1844.89450,8479,ALERT,2024-12-28T12:17:26
6448,CMG,2420.72555,5982,PENDING,2024-12-28T12:17:27
6449,UAL,672.99635,7012,NORMAL,2024-12-28T12:17:28
6450,ED,876.80006,4706,ACTIVE,2024-12-28T12:17:29
6451,HUBS,1332.96198,6018,ALERT,2024-12-28T12:17:30
6452,OXY,759.88266,8227,PENDING,2024-12-28T12:17:31
6453,GOOGL,1771.37621,2843,ACTIVE,2024-12-28T12:17:32
6454,F,1441.77859,3864,CLOSED,2024-12-28T12:17:33
6455,META,344.05713,3637,ALERT,2024-12-28T12:17:34
6456,CP,888.64878,1992,NORMAL,2024-12-28T12:17:35
6457,PINS,1419.59592,9500,ACTIVE,2024-12-28T12:17:36
6458,D,1175.01196,6202,PENDING,2024-12-28T12:17:37
6459,NET,2015.50618,4973,NORMAL,2024-12-28T12:17:38
6460,OXY,1945.97873,3323,ALERT,2024-12-28T12:17:39
6461,XLU,2238.05068,4642,NORMAL,2024-12-28T12:17:40
6462,LMT,2165.58284,3398,ALERT,2024-12-28T12:17:41
6463,GOOGL,2063.85827,797,NORMAL,2024-12-28T12:17:42
6464,GD,710.71590,8537,ALERT,2024-12-28T12:17:43
6465,AIQ,5.50509,8086,CLOSED,2024-12-28T12:17:44
6466,TMUS,2356.22199,4634,ALERT,2024-12-28T12:17:45
6467,ABNB,1579.02048,6770,CLOSED,2024-12-28T12:17:46
6468,COF,445.13248,608,ACTIVE,2024-12-28T12:17:47
6469,VOO,563.38204,1993,ALERT,2024-12-28T12:17:48
6470,PEP,1587.92989,1299,NORMAL,2024-12-28T12:17:49
6471,PATH,1735.52567,9208,ACTIVE,2024-12-28T12:17:50
6472,TMUS,1850.85881,1635,NORMAL,2024-12-28T12:17:51
6473,MSFT,2372.19426,6249,ACTIVE,2024-12-28T12:17:52
6474,CP,1428.59335,5284,ACTIVE,2024-12-28T12:17:53
6475,COP,1197.92398,5398,ALERT,2024-12-28T12:17:54
6476,WMT,128.52233,9506,NORMAL,2024-12-28T12:17:55
6477,QCOM,1559.86017,1527,ALERT,2024-12-28T12:17:56
6478,JNJ,1271.38617,4340,ACTIVE,2024-12-28T12:17:57
6479,AEP,2169.40977,6232,NORMAL,2024-12-28T12:17:58
6480,PLTR,707.35659,3032,PENDING,2024-12-28T12:17:59
6481,LUMN,1636.75403,2528,ACTIVE,2024-12-28T12:18:00
6482,DOCU,1546.57807,9170,NORMAL,2024-12-28T12:18:01
6483,SMH,501.02166,2903,CLOSED,2024-12-28T12:18:02
6484,MA,1025.00928,6505,CLOSED,2024-12-28T12:18:03
6485,ED,371.80819,5098,PENDING,2024-12-28T12:18:04
6486,SPY,1497.07349,1274,CLOSED,2024-12-28T12:18:05
6487,LULU,297.82913,2528,ACTIVE,2024-12-28T12:18:06
6488,ARKW,1421.14424,6350,CLOSED,2024-12-28T12:18:07
6489,AMD,1888.42254,4164,ALERT,2024-12-28T12:18:08
6490,XLNX,1908.17350,2496,PENDING,2024-12-28T12:18:09
6491,PNC,1692.60053,3264,CLOSED,2024-12-28T12:18:10
6492,IWM,561.50852,5453,NORMAL,2024-12-28T12:18:11
6493,F,1009.09312,7564,NORMAL,2024-12-28T12:18:12
6494,SLV,1524.84202,785,ALERT,2024-12-28T12:18:13
6495,SLV,2496.88850,577,ALERT,2024-12-28T12:18:14
6496,AIQ,1015.29426,460,PENDING,2024-12-28T12:18:15
6497,NOW,294.17512,6579,PENDING,2024-12-28T12:18:16
6498,PYPL,2387.89856,6970,ACTIVE,2024-12-28T12:18:17
6499,LRCX,2133.63130,4026,ACTIVE,2024-12-28T12:18:18
6500,HUM,869.96309,9646,ALERT,2024-12-28T12:18:19
6501,LI,840.37780,2354,ALERT,2024-12-28T12:18:20
6502,GLD,1401.96714,8287,ALERT,2024-12-28T12:18:21
6503,ARKW,1329.74375,2025,NORMAL,2024-12-28T12:18:22
6504,YUM,896.12100,9586,PENDING,2024-12-28T12:18:23
6505,LI,272.91654,364,CLOSED,2024-12-28T12:18:24
6506,ADBE,805.01828,4425,CLOSED,2024-12-28T12:18:25
6507,AAL,673.81775,4625,NORMAL,2024-12-28T12:18:26
6508,SOXX,1830.62106,1041,PENDING,2024-12-28T12:18:27
6509,GS,656.18133,1689,ACTIVE,2024-12-28T12:18:28
6510,AMZN,2042.27159,6371,PENDING,2024-12-28T12:18:29
6511,LOW,1334.19914,5390,ALERT,2024-12-28T12:18:30
6512,MU,2444.04076,8892,ALERT,2024-12-28T12:18:31
6513,NVDA,1924.93429,8790,ALERT,2024-12-28T12:18:32
6514,DASH,113.17621,3758,NORMAL,2024-12-28T12:18:33
6515,VWO,2196.47075,3287,PENDING,2024-12-28T12:18:34
6516,XLU,2451.57852,8988,ACTIVE,2024-12-28T12:18:35
6517,XLV,904.79384,6499,PENDING,2024-12-28T12:18:36
6518,ARKW,745.35500,4986,NORMAL,2024-12-28T12:18:37
6519,CHTR,1610.90234,7972,NORMAL,2024-12-28T12:18:38
6520,GOOGL,37.57551,7233,ACTIVE,2024-12-28T12:18:39
6521,ORCL,673.53302,5499,NORMAL,2024-12-28T12:18:40
6522,ES,2475.06079,6783,ALERT,2024-12-28T12:18:41
6523,BIIB,532.75824,3799,PENDING,2024-12-28T12:18:42
6524,ROKU,1360.74266,491,CLOSED,2024-12-28T12:18:43
6525,C,2325.80194,4124,CLOSED,2024-12-28T12:18:44
6526,MRNA,2090.98361,6206,NORMAL,2024-12-28T12:18:45
6527,LRCX,2340.79044,9759,NORMAL,2024-12-28T12:18:46
6528,COF,260.39656,768,ACTIVE,2024-12-28T12:18:47
6529,NOW,805.82464,1978,ALERT,2024-12-28T12:18:48
6530,XLE,1119.49567,6059,CLOSED,2024-12-28T12:18:49
6531,LCID,1263.95341,1510,ACTIVE,2024-12-28T12:18:50
6532,AMZN,2259.13199,4063,ACTIVE,2024-12-28T12:18:51
6533,CSX,2177.10243,6161,ALERT,2024-12-28T12:18:52
6534,LULU,774.69591,321,CLOSED,2024-12-28T12:18:53
6535,ZS,2138.06439,1056,ALERT,2024-12-28T12:18:54
6536,CRM,1476.80271,532,ALERT,2024-12-28T12:18:55
6537,QTUM,751.41028,5578,PENDING,2024-12-28T12:18:56
6538,C,712.92226,4682,PENDING,2024-12-28T12:18:57
6539,PATH,483.05830,6966,CLOSED,2024-12-28T12:18:58
6540,DIS,894.05822,9990,ALERT,2024-12-28T12:18:59
6541,JNJ,86.88623,7761,CLOSED,2024-12-28T12:19:00
6542,SO,1227.55315,8370,ALERT,2024-12-28T12:19:01
6543,DE,2092.30298,3838,CLOSED,2024-12-28T12:19:02
6544,OKTA,1048.75787,9143,CLOSED,2024-12-28T12:19:03
6545,CNC,1312.74816,1106,ALERT,2024-12-28T12:19:04
6546,AXP,878.22606,309,ACTIVE,2024-12-28T12:19:05
6547,COP,1210.36627,109,PENDING,2024-12-28T12:19:06
6548,BLK,2287.12822,3203,ACTIVE,2024-12-28T12:19:07
6549,XLRE,78.12928,5913,ACTIVE,2024-12-28T12:19:08
6550,HMC,1069.85023,8743,NORMAL,2024-12-28T12:19:09
6551,DUK,2385.58306,4283,ALERT,2024-12-28T12:19:10
6552,TWTR,376.29006,4039,CLOSED,2024-12-28T12:19:11
6553,UNG,1084.98773,2054,CLOSED,2024-12-28T12:19:12
6554,PNC,443.58592,2131,ALERT,2024-12-28T12:19:13
6555,XLI,1386.07108,4272,ALERT,2024-12-28T12:19:14
6556,MS,1101.67874,2017,PENDING,2024-12-28T12:19:15
6557,GM,1551.03002,1449,PENDING,2024-12-28T12:19:16
6558,BNTX,146.97325,6328,PENDING,2024-12-28T12:19:17
6559,FDX,1859.35853,5866,ALERT,2024-12-28T12:19:18
6560,ZS,1478.55311,3996,ALERT,2024-12-28T12:19:19
6561,BLK,1201.41230,7731,ALERT,2024-12-28T12:19:20
6562,XLI,2021.64276,5989,CLOSED,2024-12-28T12:19:21
6563,DASH,522.19157,2768,ACTIVE,2024-12-28T12:19:22
6564,GE,1727.79774,7463,ALERT,2024-12-28T12:19:23
6565,SPLK,310.90871,8388,CLOSED,2024-12-28T12:19:24
6566,XLI,1771.76731,3113,NORMAL,2024-12-28T12:19:25
6567,TSM,62.18570,5784,ACTIVE,2024-12-28T12:19:26
6568,SHOP,2477.32997,1994,NORMAL,2024-12-28T12:19:27
6569,PATH,1492.80067,5920,CLOSED,2024-12-28T12:19:28
6570,SLV,1152.02354,6810,ACTIVE,2024-12-28T12:19:29
6571,MCD,833.05367,5445,ALERT,2024-12-28T12:19:30
6572,SCHW,2057.87126,997,ALERT,2024-12-28T12:19:31
6573,AAPL,128.18983,5614,NORMAL,2024-12-28T12:19:32
6574,CDNS,1619.22038,2429,CLOSED,2024-12-28T12:19:33
6575,UNH,1283.14872,1816,ALERT,2024-12-28T12:19:34
6576,GLD,203.97595,3910,ALERT,2024-12-28T12:19:35
6577,DIA,623.59817,7630,ALERT,2024-12-28T12:19:36
6578,DISH,1697.14872,5166,ALERT,2024-12-28T12:19:37
6579,RTX,2087.73739,7714,ALERT,2024-12-28T12:19:38
6580,NIO,1586.78565,3456,ACTIVE,2024-12-28T12:19:39
6581,WFC,1597.78795,4607,ACTIVE,2024-12-28T12:19:40
6582,MDB,595.03330,478,ACTIVE,2024-12-28T12:19:41
6583,TSM,2462.35861,5065,CLOSED,2024-12-28T12:19:42
6584,C,1644.84780,9591,CLOSED,2024-12-28T12:19:43
6585,PG,1552.96038,3773,ACTIVE,2024-12-28T12:19:44
6586,XLU,1004.92138,5498,ALERT,2024-12-28T12:19:45
6587,UBER,546.67434,2503,NORMAL,2024-12-28T12:19:46
6588,ICE,1877.37134,4092,PENDING,2024-12-28T12:19:47
6589,REGN,469.63947,4667,ALERT,2024-12-28T12:19:48
6590,CP,1356.11265,925,PENDING,2024-12-28T12:19:49
6591,SCHW,1320.08158,898,ALERT,2024-12-28T12:19:50
6592,MRVL,1547.13017,9918,ACTIVE,2024-12-28T12:19:51
6593,XLC,2305.15619,1589,NORMAL,2024-12-28T12:19:52
6594,GLD,416.36059,4460,PENDING,2024-12-28T12:19:53
6595,SCHW,1316.88231,6392,ALERT,2024-12-28T12:19:54
6596,NOW,1156.26740,1627,PENDING,2024-12-28T12:19:55
6597,ARKK,2395.64286,9180,CLOSED,2024-12-28T12:19:56
6598,XLV,2027.78931,4410,NORMAL,2024-12-28T12:19:57
6599,XPEV,692.08866,5876,PENDING,2024-12-28T12:19:58
6600,BNTX,1191.39791,4329,CLOSED,2024-12-28T12:19:59
6601,PSX,258.80398,9558,ALERT,2024-12-28T12:20:00
6602,ARKF,87.57368,7574,ACTIVE,2024-12-28T12:20:01
6603,CHTR,1106.37446,181,PENDING,2024-12-28T12:20:02
6604,MS,257.23347,1922,NORMAL,2024-12-28T12:20:03
6605,TLT,1432.03697,2501,PENDING,2024-12-28T12:20:04
6606,BA,1129.26419,7673,ACTIVE,2024-12-28T12:20:05
6607,CRWD,1080.19140,4110,ALERT,2024-12-28T12:20:06
6608,DVN,273.45452,2679,ALERT,2024-12-28T12:20:07
6609,LI,2130.19796,2594,NORMAL,2024-12-28T12:20:08
6610,XPEV,2187.51343,1632,ALERT,2024-12-28T12:20:09
6611,VEA,2343.21548,9376,ACTIVE,2024-12-28T12:20:10
6612,TEAM,839.05022,7575,CLOSED,2024-12-28T12:20:11
6613,KO,1772.01341,648,ALERT,2024-12-28T12:20:12
6614,BAC,1042.58051,4860,ALERT,2024-12-28T12:20:13
6615,SNPS,734.63117,945,ACTIVE,2024-12-28T12:20:14
6616,USO,1990.26738,2625,CLOSED,2024-12-28T12:20:15
6617,META,299.48164,2394,PENDING,2024-12-28T12:20:16
6618,AMAT,757.07578,5588,ACTIVE,2024-12-28T12:20:17
6619,HUBS,1986.98841,6182,CLOSED,2024-12-28T12:20:18
6620,XLE,363.44055,163,NORMAL,2024-12-28T12:20:19
6621,ROKU,50.28787,1131,NORMAL,2024-12-28T12:20:20
6622,KLAC,1449.31332,4408,CLOSED,2024-12-28T12:20:21
6623,LUV,555.63988,6984,ACTIVE,2024-12-28T12:20:22
6624,CNC,1973.38602,6697,CLOSED,2024-12-28T12:20:23
6625,QTUM,2001.89185,5294,ALERT,2024-12-28T12:20:24
6626,HACK,345.87625,7514,CLOSED,2024-12-28T12:20:25
6627,SCHW,2085.95409,4913,CLOSED,2024-12-28T12:20:26
6628,QCOM,2496.51020,7328,ACTIVE,2024-12-28T12:20:27
6629,DISH,1276.86494,4053,ALERT,2024-12-28T12:20:28
6630,AEP,1882.67705,5227,ACTIVE,2024-12-28T12:20:29
6631,XLV,680.38900,8174,NORMAL,2024-12-28T12:20:30
6632,DFS,2175.03131,7711,ALERT,2024-12-28T12:20:31
6633,CCI,1049.47445,5546,NORMAL,2024-12-28T12:20:32
6634,CP,5.53467,587,PENDING,2024-12-28T12:20:33
6635,CHTR,437.73855,5407,PENDING,2024-12-28T12:20:34
6636,BNTX,250.73471,4326,CLOSED,2024-12-28T12:20:35
6637,SOXX,1288.84747,951,ALERT,2024-12-28T12:20:36
6638,DOCU,707.49515,6878,NORMAL,2024-12-28T12:20:37
6639,C,260.86716,9608,ACTIVE,2024-12-28T12:20:38
6640,QQQ,2337.14593,4588,ACTIVE,2024-12-28T12:20:39
6641,QTUM,107.18148,9524,ALERT,2024-12-28T12:20:40
6642,GD,514.66360,9799,PENDING,2024-12-28T12:20:41
6643,NSC,845.95376,6221,ALERT,2024-12-28T12:20:42
6644,EQIX,975.11947,8402,CLOSED,2024-12-28T12:20:43
6645,ROBO,590.12765,1264,ACTIVE,2024-12-28T12:20:44
6646,GE,40.91612,676,ACTIVE,2024-12-28T12:20:45
6647,ABBV,1208.02125,4256,ALERT,2024-12-28T12:20:46
6648,DIA,2255.46709,6861,PENDING,2024-12-28T12:20:47
6649,PATH,1538.34146,9219,ACTIVE,2024-12-28T12:20:48
6650,DFS,196.60728,5381,NORMAL,2024-12-28T12:20:49
6651,MOH,1483.42681,9867,ACTIVE,2024-12-28T12:20:50
6652,BOTZ,1829.24555,4379,CLOSED,2024-12-28T12:20:51
6653,VWO,463.29037,6130,ALERT,2024-12-28T12:20:52
6654,UNP,2437.90224,2972,ALERT,2024-12-28T12:20:53
6655,CSCO,598.06687,6318,ALERT,2024-12-28T12:20:54
6656,FANG,1784.88098,9280,NORMAL,2024-12-28T12:20:55
6657,ELV,1944.10457,5710,ACTIVE,2024-12-28T12:20:56
6658,AMGN,1500.61828,2659,NORMAL,2024-12-28T12:20:57
6659,C,916.43794,188,NORMAL,2024-12-28T12:20:58
6660,SCHW,1281.36395,9405,PENDING,2024-12-28T12:20:59
6661,DAL,156.56986,8054,PENDING,2024-12-28T12:21:00
6662,D,157.30544,6206,NORMAL,2024-12-28T12:21:01
6663,XPEV,208.18537,9126,PENDING,2024-12-28T12:21:02
6664,COP,1971.31830,4743,PENDING,2024-12-28T12:21:03
6665,BLK,2161.16818,8233,NORMAL,2024-12-28T12:21:04
6666,PSX,2440.66777,7856,ACTIVE,2024-12-28T12:21:05
6667,NOC,199.65800,6329,ACTIVE,2024-12-28T12:21:06
6668,GM,1529.29732,7456,ACTIVE,2024-12-28T12:21:07
6669,NSC,641.70895,8268,PENDING,2024-12-28T12:21:08
6670,PYPL,676.18151,327,ALERT,2024-12-28T12:21:09
6671,COST,1098.18008,4769,CLOSED,2024-12-28T12:21:10
6672,UBER,802.11974,7678,CLOSED,2024-12-28T12:21:11
6673,LMT,1101.46644,601,PENDING,2024-12-28T12:21:12
6674,LCID,869.20346,2750,ACTIVE,2024-12-28T12:21:13
6675,ZS,702.70871,5945,PENDING,2024-12-28T12:21:14
6676,ARKQ,1414.69811,1798,NORMAL,2024-12-28T12:21:15
6677,WFC,294.39526,200,ACTIVE,2024-12-28T12:21:16
6678,DOCU,810.88929,7959,CLOSED,2024-12-28T12:21:17
6679,WDAY,1840.05220,1765,NORMAL,2024-12-28T12:21:18
6680,AIQ,508.63033,198,PENDING,2024-12-28T12:21:19
6681,TXN,1811.00468,5261,PENDING,2024-12-28T12:21:20
6682,SPGI,1462.24832,6048,NORMAL,2024-12-28T12:21:21
6683,NET,1080.26929,2295,ALERT,2024-12-28T12:21:22
6684,TFC,1275.78592,3309,ACTIVE,2024-12-28T12:21:23
6685,XLU,1494.50849,9441,ALERT,2024-12-28T12:21:24
6686,XPEV,1332.33267,6314,PENDING,2024-12-28T12:21:25
6687,RIVN,1924.10491,1460,ALERT,2024-12-28T12:21:26
6688,XLE,704.02884,449,ACTIVE,2024-12-28T12:21:27
6689,PFE,545.67593,3810,PENDING,2024-12-28T12:21:28
6690,WFC,177.72199,1476,NORMAL,2024-12-28T12:21:29
6691,INTC,1269.98146,1752,ACTIVE,2024-12-28T12:21:30
6692,CDNS,354.15676,3949,ACTIVE,2024-12-28T12:21:31
6693,PSX,1094.81116,5722,ALERT,2024-12-28T12:21:32
6694,UNG,521.48517,7674,PENDING,2024-12-28T12:21:33
6695,NVDA,805.39563,8342,PENDING,2024-12-28T12:21:34
6696,UPS,1949.50915,1175,NORMAL,2024-12-28T12:21:35
6697,DVN,1785.03095,4264,PENDING,2024-12-28T12:21:36
6698,SLV,2451.48501,6977,NORMAL,2024-12-28T12:21:37
6699,GS,1313.99552,9091,ACTIVE,2024-12-28T12:21:38
6700,NSC,2400.77997,6025,NORMAL,2024-12-28T12:21:39
6701,D,690.82266,8270,NORMAL,2024-12-28T12:21:40
6702,OKTA,821.53295,1154,ALERT,2024-12-28T12:21:41
6703,MMM,2114.90939,7449,NORMAL,2024-12-28T12:21:42
6704,MSFT,139.78597,3418,NORMAL,2024-12-28T12:21:43
6705,D,926.43409,7523,PENDING,2024-12-28T12:21:44
6706,NVDA,776.07916,3925,PENDING,2024-12-28T12:21:45
6707,ADBE,587.10004,3309,ALERT,2024-12-28T12:21:46
6708,D,1058.09968,1705,CLOSED,2024-12-28T12:21:47
6709,TLT,36.45646,2616,ACTIVE,2024-12-28T12:21:48
6710,NOC,1020.48189,3942,CLOSED,2024-12-28T12:21:49
6711,DIS,719.00638,4390,ACTIVE,2024-12-28T12:21:50
6712,XOM,634.63891,9797,ACTIVE,2024-12-28T12:21:51
6713,VOO,1617.71533,5460,NORMAL,2024-12-28T12:21:52
6714,XLU,847.55820,1243,PENDING,2024-12-28T12:21:53
6715,RTX,637.08193,1922,PENDING,2024-12-28T12:21:54
6716,SPLK,404.30010,950,CLOSED,2024-12-28T12:21:55
6717,MSFT,1636.40472,4327,PENDING,2024-12-28T12:21:56
6718,LCID,315.01926,3073,ALERT,2024-12-28T12:21:57
6719,DASH,1865.18573,1688,PENDING,2024-12-28T12:21:58
6720,GOOGL,311.33367,9360,ALERT,2024-12-28T12:21:59
6721,VEA,513.72325,5481,ACTIVE,2024-12-28T12:22:00
6722,NOC,1299.51161,8954,NORMAL,2024-12-28T12:22:01
6723,MSFT,1836.00218,6307,PENDING,2024-12-28T12:22:02
6724,LOW,811.31776,550,CLOSED,2024-12-28T12:22:03
6725,BOTZ,2411.59689,8238,CLOSED,2024-12-28T12:22:04
6726,SLV,2297.63505,7825,CLOSED,2024-12-28T12:22:05
6727,VZ,260.85728,3168,ACTIVE,2024-12-28T12:22:06
6728,VZ,892.45755,4763,ALERT,2024-12-28T12:22:07
6729,PEP,483.96188,9268,NORMAL,2024-12-28T12:22:08
6730,IBM,187.95870,6655,PENDING,2024-12-28T12:22:09
6731,ARKK,1569.05117,4470,PENDING,2024-12-28T12:22:10
6732,XLNX,1746.55109,775,PENDING,2024-12-28T12:22:11
6733,UAL,294.36098,3276,PENDING,2024-12-28T12:22:12
6734,UNH,1662.36599,2623,ALERT,2024-12-28T12:22:13
6735,XLF,298.95945,7994,ACTIVE,2024-12-28T12:22:14
6736,RTX,58.26014,6431,ACTIVE,2024-12-28T12:22:15
6737,PANW,2363.63853,7210,ACTIVE,2024-12-28T12:22:16
6738,UNG,696.74903,4852,PENDING,2024-12-28T12:22:17
6739,DDOG,782.18868,3825,NORMAL,2024-12-28T12:22:18
6740,MRVL,37.75537,2499,ACTIVE,2024-12-28T12:22:19
6741,DUK,1257.40532,9320,PENDING,2024-12-28T12:22:20
6742,WFC,2378.62021,2973,PENDING,2024-12-28T12:22:21
6743,DIA,911.10853,4504,ALERT,2024-12-28T12:22:22
6744,DE,1381.37442,1754,ALERT,2024-12-28T12:22:23
6745,VRTX,1212.13019,8123,ALERT,2024-12-28T12:22:24
6746,LYFT,2214.72168,1845,PENDING,2024-12-28T12:22:25
6747,PLTR,542.25845,7549,PENDING,2024-12-28T12:22:26
6748,JPM,438.79344,2204,ACTIVE,2024-12-28T12:22:27
6749,USO,69.62850,6089,ALERT,2024-12-28T12:22:28
6750,META,1454.27302,6741,ALERT,2024-12-28T12:22:29
6751,NET,507.06464,9838,CLOSED,2024-12-28T12:22:30
6752,AVGO,607.46768,9957,CLOSED,2024-12-28T12:22:31
6753,CMCSA,2254.01946,3602,ALERT,2024-12-28T12:22:32
6754,SHOP,189.64410,6677,PENDING,2024-12-28T12:22:33
6755,HACK,1242.15092,5062,PENDING,2024-12-28T12:22:34
6756,BAC,1653.15138,7297,NORMAL,2024-12-28T12:22:35
6757,NVDA,1009.38829,2874,ALERT,2024-12-28T12:22:36
6758,COP,110.91756,7635,NORMAL,2024-12-28T12:22:37
6759,CSCO,707.58761,8341,PENDING,2024-12-28T12:22:38
6760,AAPL,463.37229,8414,CLOSED,2024-12-28T12:22:39
6761,XLB,282.82259,8478,CLOSED,2024-12-28T12:22:40
6762,MCD,1132.50549,221,CLOSED,2024-12-28T12:22:41
6763,HD,2174.32409,5064,CLOSED,2024-12-28T12:22:42
6764,DVN,1885.26093,5323,CLOSED,2024-12-28T12:22:43
6765,UBER,553.80441,3617,NORMAL,2024-12-28T12:22:44
6766,QQQ,549.72328,7535,ACTIVE,2024-12-28T12:22:45
6767,CNI,1947.03149,7697,CLOSED,2024-12-28T12:22:46
6768,HON,738.84788,5752,ALERT,2024-12-28T12:22:47
6769,IWM,2467.60700,384,CLOSED,2024-12-28T12:22:48
6770,DVN,356.41863,2896,ACTIVE,2024-12-28T12:22:49
6771,XPEV,1570.13542,4802,PENDING,2024-12-28T12:22:50
6772,NOW,926.04312,8259,CLOSED,2024-12-28T12:22:51
6773,UBER,1464.58752,2087,NORMAL,2024-12-28T12:22:52
6774,T,1728.75775,7542,PENDING,2024-12-28T12:22:53
6775,ADBE,116.16877,5584,PENDING,2024-12-28T12:22:54
6776,TSLA,2052.87579,7189,NORMAL,2024-12-28T12:22:55
6777,DDOG,1157.64046,8634,NORMAL,2024-12-28T12:22:56
6778,SO,2020.34605,2997,CLOSED,2024-12-28T12:22:57
6779,IBM,1214.73161,4724,NORMAL,2024-12-28T12:22:58
6780,HUBS,2085.93775,8996,NORMAL,2024-12-28T12:22:59
6781,BLK,984.21247,1103,NORMAL,2024-12-28T12:23:00
6782,CMG,1219.44125,5852,CLOSED,2024-12-28T12:23:01
6783,MRK,843.56400,6455,PENDING,2024-12-28T12:23:02
6784,HON,1070.09805,3267,ACTIVE,2024-12-28T12:23:03
6785,SMH,801.48821,8088,CLOSED,2024-12-28T12:23:04
6786,AAL,901.18811,5752,ALERT,2024-12-28T12:23:05
6787,SPY,250.76538,634,ALERT,2024-12-28T12:23:06
6788,EXC,553.09795,7817,NORMAL,2024-12-28T12:23:07
6789,CNI,336.31797,2171,NORMAL,2024-12-28T12:23:08
6790,V,1475.08845,3987,ACTIVE,2024-12-28T12:23:09
6791,UNG,516.64439,8765,CLOSED,2024-12-28T12:23:10
6792,LMT,748.78795,8202,NORMAL,2024-12-28T12:23:11
6793,XLNX,488.04687,7143,CLOSED,2024-12-28T12:23:12
6794,MCD,922.43731,6591,ALERT,2024-12-28T12:23:13
6795,AWK,1276.21145,6252,ACTIVE,2024-12-28T12:23:14
6796,WFC,1666.05331,4075,PENDING,2024-12-28T12:23:15
6797,KO,384.83039,8646,PENDING,2024-12-28T12:23:16
